90,"#520 -20 BLUE JAYS WAY, Toronto, Ontario, M5V 3W6"
91,"#220 -8 DOVERCOURT RD, Toronto, Ontario, M6J 0B6"
92,"#1702 -181 DUNDAS ST E, Toronto, Ontario, M5A 0N5"
93,"66 DUNDALK  DR, Toronto, Ontario, M1P 4T7"
94,"#4201 -25 TELEGRAM MEWS, Toronto, Ontario, M5V 3Z9"
97,"51 YELLOW BIRCH WAY, Toronto, Ontario, M2H 2S9"
98,"#132 -78 ST PATRICK ST, Toronto, Ontario, M5T 3K8"
100,"#302 -1901 YONGE ST, Toronto, Ontario, M4S 1Y6"
101,"#PH6 -51 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 7G4"
102,"#501 -56 FOREST MANOR RD, Toronto, Ontario, M2J 1M6"
103,"#1015 -51 EAST LIBERTY ST, Toronto, Ontario, M6K 3P8"
104,"#35 -2800 MIDLAND AVE, Toronto, Ontario, M1S 3K7"
105,"#1902 -68 SHUTER ST, Toronto, Ontario, M5B 1B4"
106,"#615 -75 EMMETT AVE, Toronto, Ontario, M6M 5A7"
107,"#524 -120 DALLIMORE CIRC, Toronto, Ontario, M3C 4J1"
108,"#502 -830 LAWRENCE AVE W, Toronto, Ontario, M6A 0B6"
109,"#213 -608 RICHMOND ST W, Toronto, Ontario, M5V 1Y9"
110,"#1115 -255 RICHMOND ST E, Toronto, Ontario, M5A 4T7"
111,"#223 -415 JARVIS ST, Toronto, Ontario, M4Y 2G8"
112,"#1111 -55 BREMNER BLVD, Toronto, Ontario, M5J 0A6"
114,"#1103 -127 QUEEN ST E, Toronto, Ontario, M5C 1S1"
115,"#803 -51 TROLLEY CRES, Toronto, Ontario, M5A 0E9"
116,"22 ENCLAVE MEWS, Toronto, Ontario, M3M 3J6"
117,"#1018 -629 KING ST W, Toronto, Ontario, M5V 0G9"
118,"#207 -8835 SHEPPARD AVE E, Toronto, Ontario, M1B 5R7"
120,"#1716 -1883 MCNICOLL AVE, Toronto, Ontario, M1V 5M3"
121,"#103 -111 ELIZABETH ST, Toronto, Ontario, M5G 1P7"
122,"#204 -15 VIKING LANE, Toronto, Ontario, M9B 0A4"
123,"#606 -27 REAN DR, Toronto, Ontario, M2K 0A6"
124,"#L01 -201 CARLAW AVE, Toronto, Ontario, M4M 2S3"
126,"#1114 -2 REAN DR, Toronto, Ontario, M2K 3B8"
127,"#1210 -85 EMMETT AVE, Toronto, Ontario, M6M 5A2"
128,"#2003 -80 ALTON TOWERS CIRC, Toronto, Ontario, M1V 5E8"
129,"#1613 -1 MICHAEL POWER PL, Toronto, Ontario, M9A 0A1"
130,"##411 -60 PAVANE LINK WAY, Toronto, Ontario, M3C 1A1"
131,"#305 -20 FOREST MANOR RD, Toronto, Ontario, M2J 1M2"
133,"#608 -420 MILL RD, Toronto, Ontario, M9C 1Z1"
137,"#2908 -125 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0G3"
138,"#1106 -1 ROWNTREE RD, Toronto, Ontario, M9V 5G7"
141,"#508 -32 CAMDEN ST, Toronto, Ontario, M5V 1V1"
142,"#618 -2825 ISLINGTON AVE, Toronto, Ontario, M9L 2K1"
144,"#605 -170 FORT YORK BLVD, Toronto, Ontario, M5V 0E6"
145,"#310 -320 DIXON RD E, Toronto, Ontario, M9R 1S8"
146,"##2311 -100 LEEWARD GLENWAY GLWY, Toronto, Ontario, M3C 2Z1"
147,"##907 -10 TAPSCOTT RD, Toronto, Ontario, M1B 3L9"
148,"1 MASSEY  SQ, Toronto, Ontario, M4C 5L4"
149,"#904 -5580 SHEPPARD AVE E, Toronto, Ontario, M1B 2L3"
152,"#1109 -15 SEWELLS RD, Toronto, Ontario, M1B 3V7"
153,"#1818 -1 MASSEY SQ, Toronto, Ontario, M4C 5L4"
156,"#301 -35 CHURCH ST, Toronto, Ontario, M5E 1T3"
158,"#1904 -278 BLOOR  ST E, Toronto, Ontario, M4W 3M4"
159,"#PH01 -763 BAY ST, Toronto, Ontario, M5G 2R3"
161,"#1815 -70 ROEHAMPTON AVE, Toronto, Ontario, M4P 1R2"
163,"#1503 -195 MERTON ST, Toronto, Ontario, M4S 3H6"
165,"#2804 -101 CHARLES ST E, Toronto, Ontario, M4Y 0A9"
166,"#912 -7 KENASTON GDNS, Toronto, Ontario, M2K 0E9"
167,"#118 -1210 DON MILLS RD, Toronto, Ontario, M3B 3N9"
168,"#705 -3 MCALPINE ST, Toronto, Ontario, M5R 3T5"
171,"#314 -23 CARLTON ST, Toronto, Ontario, M5B 1L2"
173,"#101 -2 OLD MILL DR, Toronto, Ontario, M6S 0A2"
174,"#1806 -770 BAY ST, Toronto, Ontario, M5G 1N6"
175,"#403 -60 BATHURST ST, Toronto, Ontario, M5V 2P4"
177,"#202 -50 MERCHANT LANE, Toronto, Ontario, M6P 4J6"
178,"#2804 -88 HARBOUR ST, Toronto, Ontario, M5J 1B7"
180,"#1906 -1080 BAY ST, Toronto, Ontario, M5S 0A6"
181,"#1708 -9 BOGERT AVE, Toronto, Ontario, M2N 5M6"
183,"#1603 -1300 ISLINGTON AVE, Toronto, Ontario, M9A 5C4"
184,"#28 -121 PRESCOTT AVE, Toronto, Ontario, M6N 3G8"
185,"#604 -89 DUNFIELD AVE, Toronto, Ontario, M4S 0A4"
186,"914-1 Market St, Toronto, ON, M5E 0A2"
187,"202-214 Main St, Toronto, ON, M4E 2W1"
188,"#303 -2012 QUEEN ST E, Toronto, Ontario, M4L 1J3"
189,"#101 -6 BRIAN PECK CRES, Toronto, Ontario, M4G 4K4"
190,"6-29 Frances Loring  Lane, Toronto, ON, M4M 3E8"
191,"#702 -1 THE ESPLANADE, Toronto, Ontario, M5E 0A8"
192,"3506-25 Capreol Crt, Toronto, ON, M5V 3Z7"
193,"#110 -23 HOLLYWOOD AVE, Toronto, Ontario, M2N 7L8"
195,"#1014 -10 BLOORVIEW PL, Toronto, Ontario, M2J 0B1"
196,"#2310 -225 SACKVILLE ST, Toronto, Ontario, M5A 0B9"
197,"#15 -75 MARKHAM ST, Toronto, Ontario, M6J 2G4"
200,"#510 -65 HARBOUR SQ, Toronto, Ontario, M5J 2L4"
201,"#2702 -29 SINGER CRT, Toronto, Ontario, M2K 0B3"
202,"#2106 -300 FRONT ST W, Toronto, Ontario, M5V 0E9"
204,"#517W -27 BATHURST ST, Toronto, Ontario, M5V 2P1"
205,"#1704 -235 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A2"
207,"#1212 -320 RICHMOND ST E, Toronto, Ontario, M5A 1P9"
210,"102-369 Sorauren Ave, Toronto, ON, M6R 2G5"
213,"19 PHILPOTT GDNS, Toronto, Ontario, M4E 0A8"
215,"#405 -707 DOVERCOURT RD, Toronto, Ontario, M6H 2W7"
216,"#3916 -15 ICEBOAT TERR, Toronto, Ontario, M5V 4A5"
218,"#301 -170 SUMACH ST, Toronto, Ontario, M5A 0C3"
221,"#102 -131 TORRESDALE AVE, Toronto, Ontario, M2R 3T1"
222,"#1505 -68 ABELL ST, Toronto, Ontario, M6J 0B1"
223,"#2032 -3033 FINCH AVE W, Toronto, Ontario, M9M 0A3"
224,"#50 -20 INLET MEWS, Toronto, Ontario, M3M 2X7"
225,"#1603 -111 ELIZABETH ST, Toronto, Ontario, M5G 1P7"
227,"1110-100 Western Battery Rd, Toronto, ON, M6K 3S2"
229,"#4 -17 FOUR WINDS DR, Toronto, Ontario, M3J 2S8"
230,"#408 -281 MUTUAL ST, Toronto, Ontario, M4Y 3C4"
232,"#905 -1171 QUEEN ST W, Toronto, Ontario, M6J 0A5"
233,"#2008 -15 ICEBOAT TERR, Toronto, Ontario, M5V 4A5"
234,"#906 -2885 BAYVIEW AVE, Toronto, Ontario, M2K 0A3"
238,"#328 -954 KING ST W, Toronto, Ontario, M6K 3L9"
242,"#N220 -120 BAYVIEW AVE, Toronto, Ontario, M5A 3R7"
243,"#35 -10 LEITH HILL RD, Toronto, Ontario, M2J 1Z2"
245,"#2606 -8 MERCER ST, Toronto, Ontario, M5V 0C4"
246,"#3106 -38 GRENVILLE ST, Toronto, Ontario, M4Y 1A5"
247,"#516 -21 GRAND MAGAZINE ST, Toronto, Ontario, M5V 1B5"
249,"#55 -401 SEWELLS RD, Toronto, Ontario, M1B 5K6"
252,"#222 -140 SIMCOE ST, Toronto, Ontario, M5H 4E9"
253,"#PH4 -15 MAITLAND PL, Toronto, Ontario, M4Y 2X3"
255,"726-109 Front  St E, Toronto, ON, M5A 4P7"
256,"#915 -555 YONGE ST, Toronto, Ontario, M4Y 3A6"
257,"#E24 -284 MILL RD, Toronto, Ontario, M9C 4W6"
260,"#319 -33 MILL ST, Toronto, Ontario, M5A 3R3"
262,"#1107 -280 DONLANDS AVE, Toronto, Ontario, M4J 0A3"
263,"#807 -830 LAWRENCE AVE W, Toronto, Ontario, M6A 1C3"
264,"#608 -133 TORRESDALE AVE, Toronto, Ontario, M2R 3T2"
266,"#615 -35 HAYDEN ST, Toronto, Ontario, M4Y 3C3"
267,"#608 -235 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A2"
268,"#203 -955 O'CONNOR DR, Toronto, Ontario, M4B 2S7"
269,"#201 -61 MARKBROOK LANE, Toronto, Ontario, M9V 5E7"
270,"#510 -120 DALLIMORE CIRC, Toronto, Ontario, M3C 4J1"
271,"#1806 -205 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A5"
273,"#435 -525 WILSON AVE, Toronto, Ontario, M3H 1V1"
274,"#714 -2 REAN DR, Toronto, Ontario, M2K 3B8"
275,"#313E -555 WILSON AVE, Toronto, Ontario, M3H 5Y6"
276,"#1501 -15 MICHAEL POWER PL, Toronto, Ontario, M9A 5G4"
277,"#2717 -181 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0K6"
278,"#1512 -5039 FINCH AVE E, Toronto, Ontario, M1S 5J9"
280,"#208 -8 FIELDWAY RD, Toronto, Ontario, M8Z 0C3"
281,"#1006 -7 MICHAEL POWER PL, Toronto, Ontario, M9A 0A4"
282,"#2 -189 GALLOWAY RD, Toronto, Ontario, M1E 5H3"
284,"#509 -39 KIMBERCROFT CRT, Toronto, Ontario, M1S 5B5"
286,"#1004 -50 LOMBARD ST, Toronto, Ontario, M5C 2X4"
289,"#206 -170 SUDBURY ST, Toronto, Ontario, M6J 0A1"
290,"2531-125 Omni Dr, Toronto, ON, M1P 5A9"
291,"#704 -225 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A3"
292,"#2506 -11 LEE CENTRE DR, Toronto, Ontario, M1H 3J5"
293,"#320 -684 WARDEN AVE, Toronto, Ontario, M1L 4W4"
296,"1006-121 Ling Rd, Toronto, ON, M1E 4Y2"
297,"#1009 -238 ALBION RD N, Toronto, Ontario, M9W 6A7"
298,"#902 -8 COLBORNE ST, Toronto, Ontario, M5E 1E1"
299,"#2011 -2550 LAWRENCE AVE, Toronto, Ontario, M1P 4Z3"
300,"#914 -180 MARKHAM  RD, Toronto, Ontario, M1M 2Z9"
301,"#2007 -5 GREYSTONE WALK DR, Toronto, Ontario, M1K 5J5"
302,"10 TAPSCOTT RD, Toronto, Ontario, M1B 3L9"
305,"#22 -7 BRIMLEY RD S, Toronto, Ontario, M1M 3W3"
306,"#1106 -50 LOTHERTON PTWY, Toronto, Ontario, M6B 2G7"
307,"#402 -500 WELLINGTON ST W, Toronto, Ontario, M5V 1E3"
309,"#1001 -170 AVENUE RD, Toronto, Ontario, M5R 0A4"
313,"#812 -889 BAY ST, Toronto, Ontario, M5S 3K5"
314,"#1030 -1 OLD MILL DR, Toronto, Ontario, M6S 0A1"
316,"#2503 -110 CHARLES ST E, Toronto, Ontario, M4Y 1T5"
317,"#1408 -2191 YONGE ST, Toronto, Ontario, M4S 3H8"
318,"#1005 -45 CARLTON ST, Toronto, Ontario, M5B 2H9"
319,"#1307 -628 FLEET ST, Toronto, Ontario, M5V 1A8"
320,"#1910 -300 FRONT ST W, Toronto, Ontario, M5V 0E9"
321,"#2 -1396 BLOOR ST W, Toronto, Ontario, M6P 4H6"
322,"#1104 -30 GREENFIELD AVE, Toronto, Ontario, M2N 6N3"
323,"206-194 Merton STREET, Toronto, ON, M4S 1A1"
324,"#608 -1200 DON MILLS RD, Toronto, Ontario, M3B 3N8"
325,"#510 -381 FRONT ST W, Toronto, Ontario, M5V 3R8"
327,"#1011 -501 ST CLAIR AVE W, Toronto, Ontario, M5P 0A2"
328,"#214 -510 KING ST E, Toronto, Ontario, M5A 0E5"
329,"#404 -435 RICHMOND ST W, Toronto, Ontario, M5V 1X9"
330,"#1804 -1815 YONGE ST, Toronto, Ontario, M4T 2A4"
331,"#403 -1238 DUNDAS ST E, Toronto, Ontario, M4M 1S3"
332,"#420 -98 LILLIAN ST, Toronto, Ontario, M4S 0A5"
333,"#201 -55 LOMBARD ST, Toronto, Ontario, M5C 2R7"
335,"#LPH3604 -33 SHORE BREEZE DR, Toronto, Ontario, M8V 0G1"
337,"#406 -21 SCOLLARD ST, Toronto, Ontario, M5R 1G1"
339,"#5306 -1080 BAY ST, Toronto, Ontario, M5S 0A5"
342,"#2002 -70 FOREST MANOR RD, Toronto, Ontario, M2J 1G2"
343,"#1211 -150 EAST LIBERTY ST, Toronto, Ontario, M6K 3R5"
344,"#1506 -27 BATHURST ST, Toronto, Ontario, M5V 2P1"
345,"#1604 -125 PETER ST, Toronto, Ontario, M5V 2G9"
346,"#1012 -85 EAST LIBERTY ST, Toronto, Ontario, M6K 0A2"
347,"#73 -1075 ELLESMERE RD, Toronto, Ontario, M1P 2W9"
349,"#PH15 -19 GRAND TRUNK CRES, Toronto, Ontario, M5J 3A3"
350,"#436 -155 DALHOUSIE ST, Toronto, Ontario, M5B 2P7"
351,"#1411 -62 FOREST MANOR RD, Toronto, Ontario, M2J 1M6"
352,"#505 -909 BAY ST, Toronto, Ontario, M5S 1Z9"
353,"#638 -68 ABELL ST, Toronto, Ontario, M6J 0A2"
357,"#930 -68 ABELL ST, Toronto, Ontario, M6J 0A2"
359,"515-22 Leader Lane, Toronto, ON, M5E 0B2"
361,"#4007 -85 QUEENS WHARF RD, Toronto, Ontario, M5V 0J9"
363,"#414 -320 RICHMOND ST E, Toronto, Ontario, M5A 1P9"
365,"#305 -68 MERTON ST, Toronto, Ontario, M4S 1A1"
366,"#607 -71 FRONT  ST E, Toronto, Ontario, M5E 1T9"
367,"#1401 -78 TECUMSETH ST, Toronto, Ontario, M5V 0A9"
371,"#101 -30 DUNDALK DR, Toronto, Ontario, M1P 4W1"
372,"#1310 -2885 BAYVIEW AVE, Toronto, Ontario, M2K 0A3"
373,"2302-15 Windermere Ave, Toronto, ON, M6S 5A2"
374,"#312 -3830 BATHURST ST, Toronto, Ontario, M3H 6C5"
377,"#402 -231 FORT YORK BLVD, Toronto, Ontario, M5V 1B2"
378,"#PH9 -30 HERONS HILL WAY, Toronto, Ontario, M2J 0A7"
379,"#130 -525 WILSON AVE W, Toronto, Ontario, M3H 1V1"
380,"#145 -71 MCCAUL ST, Toronto, Ontario, M5T 2X1"
381,"#5109 -12 YORK ST, Toronto, Ontario, M5J 0A9"
384,"#1602 -460 ADELAIDE ST E, Toronto, Ontario, M5A 1N6"
387,"#2114 -103 THE QUEENSWAY AVE, Toronto, Ontario, M6S 5B3"
388,"#11 -138 HOMESTEAD RD, Toronto, Ontario, M1E 3S2"
389,"434-525 Wilson Ave, Toronto, ON, M3H 0A7"
390,"#2210 -600 FLEET ST, Toronto, Ontario, M5V 1B7"
391,"#2503 -121 MCMAHON DR, Toronto, Ontario, M2K 2X9"
392,"#1132 -68 CORPORATE DR, Toronto, Ontario, M1H 3H3"
393,"206-1210 Don Mills Rd, Toronto, ON, M3B 3N9"
394,"#1007 -115 RICHMOND ST E, Toronto, Ontario, M5C 3H6"
395,"#807 -151 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0K5"
396,"#1231 -35 VIKING LANE, Toronto, Ontario, M9B 0A2"
397,"#208 -55 HUNTINGDALE BLVD, Toronto, Ontario, M1W 2N9"
398,"#86 -37 FOUR WINDS DR, Toronto, Ontario, M3J 1K7"
401,"#804 -115 RICHMOND ST E, Toronto, Ontario, M5C 3H6"
402,"#215 -55 ANN O'REILLY RD, Toronto, Ontario, M2J 0E1"
403,"#1724 -80 HARRISON GARDEN BLVD, Toronto, Ontario, M2N 7E3"
404,"1610-15 Zorra STREET, Toronto, ON, M8Z 4Z6"
405,"3303-45 Charles St E, Toronto, ON, M4Y 1S2"
406,"#427 -525 WILSON AVE, Toronto, Ontario, M3H 1V1"
407,"#4705 -45 CHARLES ST E, Toronto, Ontario, M4Y 1S2"
409,"#1607 -260 SCARLETT RD, Toronto, Ontario, M6N 4X6"
413,"#1006 -215 SHERWAY GARDENS RD, Toronto, Ontario, M9C 0A4"
414,"713-80 Western Battery Rd, Toronto, ON, M6K 3S1"
416,"144-90 Wingarden Crt, Toronto, ON, M1B 2K3"
418,"#1503 -120 DUNDALK DR, Toronto, Ontario, M1P 4V9"
419,"#831 -15 JAMES FINLAY WAY, Toronto, Ontario, M3M 0B3"
420,"#304 -15 VICORA LINKWAY WAY, Toronto, Ontario, M3C 1A9"
421,"#844 -830 LAWRENCE AVE W, Toronto, Ontario, M6A 0B6"
423,"#208 -45 SILVER SPRINGS BLVD, Toronto, Ontario, M1V 1M9"
424,"#902 -30 THUNDER GRVE, Toronto, Ontario, M1V 4A3"
425,"1214-8 Mondeo Dr, Toronto, ON, M1P 5C7"
426,"1201-1 Massey Sq, Toronto, ON, M4C 5L4"
427,"#116 -3841 LAKE SHORE BLVD W, Toronto, Ontario, M8W 1R2"
428,"#212 -25 SILVER SPRINGS BLVD, Toronto, Ontario, M1V 1M9"
429,"#720 -36 LISGAR ST, Toronto, Ontario, M6J 3G2"
432,"#312 -800 KENNEDY RD, Toronto, Ontario, M1K 2C9"
433,"#1505 -410 MCLEVIN AVE, Toronto, Ontario, M1B 5J5"
438,"6208-7 Grenville St, Toronto, ON, M4Y 1A1"
442,"208-900 Mount Pleasant Rd, Toronto, ON, M4P 3J9"
443,"#TH27 -120 TWENTY FOURTH ST, Toronto, Ontario, M8V 3P1"
444,"#819 -500 DORIS AVE, Toronto, Ontario, M2N 0C1"
445,"#GV 213 -17 BARBERRY PL, Toronto, Ontario, M2K 3E2"
446,"#1011 -8 HILLCREST AVE, Toronto, Ontario, M2N 6Y6"
448,"#1202 -42 CHARLES ST E, Toronto, Ontario, M4Y 1T4"
449,"#421 -1 BELSIZE DR, Toronto, Ontario, M4S 0B9"
450,"3-516 Riverside DR, Toronto, ON, M6S 4B5"
451,"#1001 -10 CAPREOL CRT, Toronto, Ontario, M5V 4B3"
453,"#746 -151 DAN LECKIE WAY, Toronto, Ontario, M5V 0B4"
454,"#45 -15 GUILDWOOD PKWY, Toronto, Ontario, M1E 4Y8"
455,"210-2285 Lake Shore Blvd W, Toronto, ON, M8W 1N2"
458,"#527 -50 ANN O'REILLY RD, Toronto, Ontario, M2J 0C9"
463,"#2205 -3300 DON MILLS RD, Toronto, Ontario, M2J 4X7"
464,"210-11 Superior Ave, Toronto, ON, M8V 0A7"
465,"#1107 -45 SILVERSTONE DR, Toronto, Ontario, M9V 4B1"
466,"417-40 Sunrise Ave, Toronto, ON, M4A 2R4"
468,"#507 -2901 KIPLING AVE N, Toronto, Ontario, M9V 5E5"
469,"216-800 Lawrence Ave W, Toronto, ON, M6A 1C3"
470,"#809 -940 CALEDONIA RD, Toronto, Ontario, M6B 3Y4"
471,"2702-5 Massey Sq, Toronto, ON, M4C 5L6"
472,"#1304 -150 HEATH ST, Toronto, Ontario, M4V 2Y4"
473,"#405 -41 DOVERCOURT RD, Toronto, Ontario, M6J 3C2"
476,"#412 -5444 YONGE ST, Toronto, Ontario, M2N 6J4"
479,"#2203 -503 BEECROFT RD, Toronto, Ontario, M2N 0A2"
480,"#1710 -18 SPRING GARDEN AVE, Toronto, Ontario, M2N 3G2"
481,"#602 -55 REGENT PARK BLVD, Toronto, Ontario, M5A 0C2"
484,"#2805 -15 GREENVIEW AVE, Toronto, Ontario, M2M 4M7"
485,"#403 -747 QUEEN ST E, Toronto, Ontario, M4M 1H3"
487,"#1202 -15 VIKING LANE, Toronto, Ontario, M9B 0A4"
488,"#2711 -181 DUNDAS ST E, Toronto, Ontario, M5A 0N5"
489,"#904W -565 WILSON AVE, Toronto, Ontario, M3H 5Y6"
490,"#2812 -14 YORK ST, Toronto, Ontario, M5J 2Z2"
492,"#511 -7 BISHOP AVE, Toronto, Ontario, M2M 4J4"
495,"#2001 -159 DUNDAS ST E, Toronto, Ontario, M5B 1E4"
496,"#306 -12 YONGE ST S, Toronto, Ontario, M5E 1R4"
498,"#721 -2267 LAKE SHORE BLVD, Toronto, Ontario, M8V 3X2"
499,"#305 -5 VICORA LINKWAY WAY, Toronto, Ontario, M3C 1A4"
500,"#1002 -2756 OLD LESLIE ST, Toronto, Ontario, M2K 0A9"
502,"#505 -35 FONTENAY CRT, Toronto, Ontario, M9A 0C4"
503,"#702 -255 VILLAGE GREEN SQ, Toronto, Ontario, M1S 0L3"
504,"#25 -23 ISLAND RD, Toronto, Ontario, M1C 0E4"
507,"#1607 -255 BAMBURGH CIRC, Toronto, Ontario, M1W 3T6"
508,"#4608 -2200 LAKE SHORE BLVD, Toronto, Ontario, M8V 1A4"
509,"#2009 -23 HOLLYWOOD AVE, Toronto, Ontario, M2N 7L8"
510,"#802 -260 SENECA HILL DR, Toronto, Ontario, M2J 4S6"
515,"#618 -20 DEAN PARK RD, Toronto, Ontario, M1B 3G9"
516,"#2603 -66 FOREST MANOR RD, Toronto, Ontario, M2J 1M6"
519,"#1111 -8 TRENT AVE, Toronto, Ontario, M4C 5C6"
520,"#318 -2835 ISLINGTON AVE, Toronto, Ontario, M9L 2K2"
522,"#1131 -18 MONDEO DR, Toronto, Ontario, M1P 5C8"
524,"#2206 -50 BRIAN HARRISON WAY, Toronto, Ontario, M1P 5J4"
525,"#511 -25 TOWN CENTRE CRT, Toronto, Ontario, M1P 0B4"
526,"#1506 -89 MCGILL ST, Toronto, Ontario"
527,"#2020 -100 MORNELLE CRT, Toronto, Ontario, M1E 4X2"
530,"#2410 -101 ERSKINE  AVE, Toronto, Ontario, M4P 0C5"
531,"#2 -536 BRUNSWICK AVE, Toronto, Ontario, M5R 2Z5"
532,"#1404 -65 HARBOUR SQ, Toronto, Ontario, M5J 2L4"
533,"#TH122 -10 WALKER AVE, Toronto, Ontario, M4V 1G2"
534,"915D ADELAIDE ST W, Toronto, Ontario, M6J 3T2"
535,"#605 -35 CHURCH ST, Toronto, Ontario, M5E 1T3"
537,"#402 -608 RICHMOND ST W, Toronto, Ontario, M5V 0N9"
